dataset,query_mode,workload,query_id,node_id,node_type,node_class,join_count,relation_count,relations,estimated_cardinality,actual_cardinality,actual_loops,actual_rows_total,q_error,signed_log10_error,bias,total_cost,actual_total_time
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,27:0001,Bitmap Heap Scan,scan,0,1,title AS t,3116.0,3048.0,1.0,3048.0,1.0223097112860893,0.009582486332963974,over,8366.03,1.758
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,27:0002,Index Only Scan,scan,0,1,movie_companies AS mc,2.0,2.0,3048.0,6096.0,1.0,0.0,exact,2.59,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,27:0003,Nested Loop,join,1,2,movie_companies AS mc|title AS t,6890.0,7365.0,1.0,7365.0,1.0689404934687954,-0.028953529271023893,under,16508.07,7.968
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,27:0004,Index Scan,scan,0,1,cast_info AS ci,1.0,0.0,7365.0,0.0,1.0,0.0,exact,1.08,0.004
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,27:0005,Nested Loop,join,2,3,cast_info AS ci|movie_companies AS mc|title AS t,1504.0,3157.0,1.0,3157.0,2.09906914893617,-0.3220267456365939,under,24032.09,37.164
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,28:0001,Bitmap Heap Scan,scan,0,1,cast_info AS ci,1346136.0,1341817.0,1.0,1341817.0,1.0032187697726291,0.001395649017365372,over,66875.69,189.603
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,28:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,47.976
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,28:0003,Seq Scan,scan,0,1,title AS t,349674.0,349934.0,1.0,349934.0,1.000743549706298,-0.00032279954058071737,under,7937.19,41.472
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,28:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,773160.0,773400.0,1.0,773400.0,1.0003104144032282,-0.00013479034307553836,under,44824.81,270.459
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,28:0005,Hash Join,join,2,3,cast_info AS ci|movie_companies AS mc|title AS t,2961341.0,3092678.0,1.0,3092678.0,1.0443505155265806,-0.01884628545760153,under,174269.1,890.445
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,29:0001,Bitmap Heap Scan,scan,0,1,cast_info AS ci,1346136.0,1341817.0,1.0,1341817.0,1.0032187697726291,0.001395649017365372,over,66875.69,192.054
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,29:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,47.915
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,29:0003,Seq Scan,scan,0,1,title AS t,349674.0,349934.0,1.0,349934.0,1.000743549706298,-0.00032279954058071737,under,7937.19,40.164
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,29:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,773160.0,773400.0,1.0,773400.0,1.0003104144032282,-0.00013479034307553836,under,44824.81,267.321
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,29:0005,Hash Join,join,2,3,cast_info AS ci|movie_companies AS mc|title AS t,2961341.0,3092678.0,1.0,3092678.0,1.0443505155265806,-0.01884628545760153,under,174269.1,890.965
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,30:0001,Seq Scan,scan,0,1,cast_info AS ci,4980154.0,4980221.0,1.0,4980221.0,1.0000134533992322,-5.8426977474323235e-06,under,84857.54,317.789
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,30:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,48.966
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,30:0003,Seq Scan,scan,0,1,title AS t,341005.0,341478.0,1.0,341478.0,1.0013870764358295,-0.0006019822408182124,under,7937.19,40.648
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,30:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,753992.0,752951.0,1.0,752951.0,1.0013825600869113,0.0006000235278661897,over,44458.77,266.131
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,30:0005,Hash Join,join,2,3,cast_info AS ci|movie_companies AS mc|title AS t,10684146.0,11260927.0,1.0,11260927.0,1.0539847546074341,-0.02283432905703038,under,315283.43,1860.262
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,31:0001,Seq Scan,scan,0,1,title AS t,235721.0,236083.0,1.0,236083.0,1.0015357138311818,-0.0006664404426402593,under,8815.83,25.212
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,31:0002,Bitmap Heap Scan,scan,0,1,movie_keyword AS mk,12226.0,12598.0,1.0,12598.0,1.030426958939964,-0.013017212560092405,under,12139.94,7.569
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,31:0003,Hash Join,join,1,2,movie_keyword AS mk|title AS t,8200.0,12598.0,1.0,12598.0,1.5363414634146342,-0.18648775163013712,under,24431.75,49.86
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,31:0004,Index Scan,scan,0,1,movie_companies AS mc,2.0,1.0,12598.0,12598.0,2.0,0.3010299956639812,over,0.58,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,31:0005,Nested Loop,join,2,3,movie_companies AS mc|movie_keyword AS mk|title AS t,11950.0,12598.0,1.0,12598.0,1.054225941422594,-0.02293369872969735,under,29389.32,75.423
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,32:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,15.058
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,32:0002,Index Scan,scan,0,1,movie_keyword AS mk,127.0,6.0,1.0,6.0,21.166666666666668,1.3256524705723132,over,276.94,0.038
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,32:0003,Hash Join,join,1,2,movie_keyword AS mk|title AS t,127.0,6.0,1.0,6.0,21.166666666666668,1.3256524705723132,over,12170.86,33.446
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,32:0004,Index Scan,scan,0,1,movie_companies AS mc,2.0,1.0,6.0,6.0,2.0,0.3010299956639812,over,0.55,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,32:0005,Nested Loop,join,2,3,movie_companies AS mc|movie_keyword AS mk|title AS t,185.0,6.0,1.0,6.0,30.833333333333332,1.48902047801937,over,12242.64,33.502
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,33:0001,Seq Scan,scan,0,1,movie_keyword AS mk,2095957.0,2095957.0,1.0,2095957.0,1.0,0.0,exact,32319.57,126.529
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,33:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,47.37
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,33:0003,Seq Scan,scan,0,1,title AS t,341005.0,341478.0,1.0,341478.0,1.0013870764358295,-0.0006019822408182124,under,7937.19,30.288
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,33:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,753992.0,752951.0,1.0,752951.0,1.0013825600869113,0.0006000235278661897,over,44458.77,253.645
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,33:0005,Hash Join,join,2,3,movie_companies AS mc|movie_keyword AS mk|title AS t,4496551.0,4818736.0,1.0,4818736.0,1.0716515836248717,-0.03005361007284657,under,163916.52,984.371
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0001,Bitmap Heap Scan,scan,0,1,title AS t,3011.0,3072.0,1.0,3072.0,1.020259050149452,-0.00871045584671509,under,8338.74,1.546
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0002,Index Scan,scan,0,1,movie_info_idx AS mi_idx,469.0,250.0,1.0,250.0,1.876,0.2732328340430456,over,1357.19,0.055
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0003,Hash Join,join,1,2,movie_info_idx AS mi_idx|title AS t,4.0,1.0,1.0,1.0,4.0,0.6020599913279624,over,9716.89,1.801
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0004,Index Scan,scan,0,1,movie_companies AS mc,2.0,1.0,1.0,1.0,2.0,0.3010299956639812,over,6.18,0.018
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0005,Nested Loop,join,2,3,movie_companies AS mc|movie_info_idx AS mi_idx|title AS t,6.0,1.0,1.0,1.0,6.0,0.7781512503836436,over,9741.7,1.821
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0006,Index Scan,scan,0,1,movie_info AS mi,2.0,2.0,1.0,2.0,1.0,0.0,exact,1.27,0.04
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,34:0007,Nested Loop,join,3,4,movie_companies AS mc|movie_info AS mi|movie_info_idx AS mi_idx|title AS t,10.0,2.0,1.0,2.0,5.0,0.6989700043360189,over,9749.46,1.862
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,15.452
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0002,Index Scan,scan,0,1,movie_info_idx AS mi_idx,23.0,10.0,1.0,10.0,2.3,0.36172783601759284,over,75.38,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0003,Index Only Scan,scan,0,1,movie_companies AS mc,2.0,2.0,10.0,20.0,1.0,0.0,exact,4.63,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0004,Nested Loop,join,1,2,movie_companies AS mc|movie_info_idx AS mi_idx,51.0,19.0,1.0,19.0,2.6842105263157894,0.4288165751451074,over,182.42,0.09
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0005,Index Scan,scan,0,1,movie_info AS mi,1.0,1.0,19.0,19.0,1.0,0.0,exact,1.13,0.02
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0006,Nested Loop,join,2,3,movie_companies AS mc|movie_info AS mi|movie_info_idx AS mi_idx,54.0,19.0,1.0,19.0,2.8421052631578947,0.45364015887013953,over,240.88,0.469
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,35:0007,Hash Join,join,3,4,movie_companies AS mc|movie_info AS mi|movie_info_idx AS mi_idx|title AS t,51.0,19.0,1.0,19.0,2.6842105263157894,0.4288165751451074,over,8618.6,35.538
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0001,Bitmap Heap Scan,scan,0,1,title AS t,14796.0,14576.0,1.0,14576.0,1.015093304061471,0.006505963014433443,over,8504.61,1.393
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0002,Index Scan,scan,0,1,movie_info_idx AS mi_idx,469.0,250.0,1.0,250.0,1.876,0.2732328340430456,over,1357.19,0.034
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0003,Hash Join,join,1,2,movie_info_idx AS mi_idx|title AS t,20.0,23.0,1.0,23.0,1.15,-0.0606978403536117,under,9941.85,2.187
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0004,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,23.0,46.0,1.0,0.0,exact,2.37,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0005,Nested Loop,join,2,3,movie_companies AS mc|movie_info_idx AS mi_idx|title AS t,29.0,44.0,1.0,44.0,1.5172413793103448,-0.18105467858723134,under,9989.65,2.469
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0006,Index Scan,scan,0,1,movie_info AS mi,2.0,2.0,44.0,88.0,1.0,0.0,exact,1.27,0.017
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,36:0007,Nested Loop,join,3,4,movie_companies AS mc|movie_info AS mi|movie_info_idx AS mi_idx|title AS t,48.0,93.0,1.0,93.0,1.9375,-0.2872417111783479,under,10027.17,3.241
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0001,Bitmap Heap Scan,scan,0,1,movie_info AS mi,531772.0,525876.0,1.0,525876.0,1.0112117685538036,0.004842115317498444,over,57804.82,79.822
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0002,Seq Scan,scan,0,1,movie_companies AS mc,512185.0,511623.0,1.0,511623.0,1.0010984650807333,0.0004767954994389793,over,15009.73,50.334
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0003,Bitmap Heap Scan,scan,0,1,movie_info_idx AS mi_idx,351562.0,351455.0,1.0,351455.0,1.000304448649187,0.00013220024529273002,over,12379.56,51.906
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0004,Seq Scan,scan,0,1,title AS t,199334.0,200000.0,1.0,200000.0,1.0033411259494116,-0.0014486139077556897,under,7937.19,33.437
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0005,Hash Join,join,1,2,movie_info_idx AS mi_idx|title AS t,199395.0,200000.0,1.0,200000.0,1.0030341783896286,-0.0013157318570256068,under,30426.73,185.639
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0006,Hash Join,join,2,3,movie_companies AS mc|movie_info_idx AS mi_idx|title AS t,290583.0,360168.0,1.0,360168.0,1.2394668648888614,-0.09323492110926594,under,58315.42,362.056
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,37:0007,Hash Join,join,3,4,movie_companies AS mc|movie_info AS mi|movie_info_idx AS mi_idx|title AS t,439670.0,947094.0,1.0,947094.0,2.154101940091432,-0.333266251873578,under,133137.36,616.262
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0001,Bitmap Heap Scan,scan,0,1,movie_info_idx AS mi_idx,351562.0,351455.0,1.0,351455.0,1.000304448649187,0.00013220024529273002,over,12379.56,41.748
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0002,Bitmap Heap Scan,scan,0,1,title AS t,5491.0,6000.0,1.0,6000.0,1.092697140775815,-0.03849980667426681,under,3862.15,0.617
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0003,Hash Join,join,1,2,movie_info_idx AS mi_idx|title AS t,5493.0,6000.0,1.0,6000.0,1.0922992900054616,-0.038341651362284734,under,17683.64,66.403
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0004,Index Scan,scan,0,1,movie_info AS mi,1.0,1.0,6000.0,6000.0,1.0,0.0,exact,1.45,0.004
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0005,Nested Loop,join,2,3,movie_info AS mi|movie_info_idx AS mi_idx|title AS t,5602.0,6000.0,1.0,6000.0,1.0710460549803642,-0.02980814589609424,under,25717.54,92.454
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0006,Index Only Scan,scan,0,1,movie_keyword AS mk,9.0,0.0,6000.0,0.0,9.0,0.9542425094393249,over,0.62,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,38:0007,Nested Loop,join,3,4,movie_info AS mi|movie_info_idx AS mi_idx|movie_keyword AS mk|title AS t,33408.0,1888.0,1.0,1888.0,17.694915254237287,1.2478484870240991,over,29799.55,97.221
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0001,Bitmap Heap Scan,scan,0,1,movie_info_idx AS mi_idx,351562.0,351455.0,1.0,351455.0,1.000304448649187,0.00013220024529273002,over,12379.56,28.091
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0002,Bitmap Heap Scan,scan,0,1,title AS t,5811.0,6000.0,1.0,6000.0,1.0325245224574084,-0.013900374944870373,under,3821.54,0.575
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0003,Hash Join,join,1,2,movie_info_idx AS mi_idx|title AS t,5813.0,6000.0,1.0,6000.0,1.0321692757612249,-0.013750927427255507,under,17650.22,51.754
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0004,Index Scan,scan,0,1,movie_info AS mi,1.0,1.0,6000.0,6000.0,1.0,0.0,exact,1.45,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0005,Nested Loop,join,2,3,movie_info AS mi|movie_info_idx AS mi_idx|title AS t,5928.0,6000.0,1.0,6000.0,1.0121457489878543,-0.005243055412371884,under,26152.15,66.581
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0006,Index Only Scan,scan,0,1,movie_keyword AS mk,9.0,0.0,6000.0,0.0,9.0,0.9542425094393249,over,0.62,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,39:0007,Nested Loop,join,3,4,movie_info AS mi|movie_info_idx AS mi_idx|movie_keyword AS mk|title AS t,35353.0,1888.0,1.0,1888.0,18.72510593220339,1.2724242832815844,over,30471.71,71.728
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0001,Seq Scan,scan,0,1,title AS t,341005.0,341478.0,1.0,341478.0,1.0013870764358295,-0.0006019822408182124,under,7937.19,25.921
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0002,Index Scan,scan,0,1,movie_info_idx AS mi_idx,23.0,10.0,1.0,10.0,2.3,0.36172783601759284,over,75.38,0.027
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0003,Index Only Scan,scan,0,1,movie_keyword AS mk,9.0,6.0,10.0,60.0,1.5,0.17609125905568124,over,4.76,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0004,Nested Loop,join,1,2,movie_info_idx AS mi_idx|movie_keyword AS mk,138.0,57.0,1.0,57.0,2.4210526315789473,0.3840042307287451,over,186.9,0.113
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0005,Hash Join,join,2,3,movie_info_idx AS mi_idx|movie_keyword AS mk|title AS t,131.0,48.0,1.0,48.0,2.7291666666666665,0.43603005828017705,over,9405.92,40.048
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0006,Index Scan,scan,0,1,movie_info AS mi,1.0,1.0,48.0,48.0,1.0,0.0,exact,0.97,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,40:0007,Nested Loop,join,3,4,movie_info AS mi|movie_info_idx AS mi_idx|movie_keyword AS mk|title AS t,137.0,48.0,1.0,48.0,2.8541666666666665,0.4554793297808195,over,9534.55,40.482
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0001,Bitmap Heap Scan,scan,0,1,movie_info AS mi,1229363.0,1217000.0,1.0,1217000.0,1.0101585866885785,0.004389559839270263,over,74295.03,152.096
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,46.163
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0003,Seq Scan,scan,0,1,title AS t,349674.0,349934.0,1.0,349934.0,1.000743549706298,-0.00032279954058071737,under,7937.19,24.411
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,773160.0,773400.0,1.0,773400.0,1.0003104144032282,-0.00013479034307553836,under,44824.81,239.344
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0005,Hash Join,join,2,3,movie_companies AS mc|movie_info AS mi|title AS t,2704455.0,2866471.0,1.0,2866471.0,1.0599070792451715,-0.025267792868581457,under,177623.71,801.586
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0006,Seq Scan,scan,0,1,movie_keyword AS mk,2095957.0,2095957.0,1.0,2095957.0,1.0,0.0,exact,32319.57,239.955
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,41:0007,Hash Join,join,3,4,movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|title AS t,16128441.0,25663187.0,1.0,25663187.0,1.5911759233269973,-0.20171819869522734,under,477401.41,2886.632
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0001,Bitmap Heap Scan,scan,0,1,movie_info AS mi,1229363.0,1217000.0,1.0,1217000.0,1.0101585866885785,0.004389559839270263,over,74295.03,162.642
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,46.161
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0003,Seq Scan,scan,0,1,title AS t,344379.0,344303.0,1.0,344303.0,1.0002207358053807,9.585376344564407e-05,over,8815.83,23.93
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,761452.0,759781.0,1.0,759781.0,1.00219931796136,0.0009541028509613876,over,45480.18,235.632
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0005,Hash Join,join,2,3,movie_companies AS mc|movie_info AS mi|title AS t,2663503.0,2792939.0,1.0,2792939.0,1.0485961532613255,-0.020608260186359847,under,177631.19,800.32
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0006,Seq Scan,scan,0,1,movie_keyword AS mk,2095957.0,2095957.0,1.0,2095957.0,1.0,0.0,exact,32319.57,239.306
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,42:0007,Hash Join,join,3,4,movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|title AS t,15884218.0,24953844.0,1.0,24953844.0,1.5709834755478678,-0.19617161692022766,under,474003.57,2852.355
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0001,Bitmap Heap Scan,scan,0,1,movie_info AS mi,1229363.0,1217000.0,1.0,1217000.0,1.0101585866885785,0.004389559839270263,over,74295.03,165.079
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0002,Seq Scan,scan,0,1,movie_companies AS mc,777098.0,777098.0,1.0,777098.0,1.0,0.0,exact,13066.98,45.95
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0003,Seq Scan,scan,0,1,title AS t,349674.0,349934.0,1.0,349934.0,1.000743549706298,-0.00032279954058071737,under,7937.19,35.121
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0004,Hash Join,join,1,2,movie_companies AS mc|title AS t,773160.0,773400.0,1.0,773400.0,1.0003104144032282,-0.00013479034307553836,under,44824.81,248.13
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0005,Hash Join,join,2,3,movie_companies AS mc|movie_info AS mi|title AS t,2704455.0,2866471.0,1.0,2866471.0,1.0599070792451715,-0.025267792868581457,under,177623.71,821.901
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0006,Seq Scan,scan,0,1,movie_keyword AS mk,2095957.0,2095957.0,1.0,2095957.0,1.0,0.0,exact,32319.57,240.382
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,43:0007,Hash Join,join,3,4,movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|title AS t,16128441.0,25663187.0,1.0,25663187.0,1.5911759233269973,-0.20171819869522734,under,477401.41,2899.264
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,28.485
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0002,Index Scan,scan,0,1,movie_keyword AS mk,127.0,22.0,1.0,22.0,5.7727272727272725,0.7613810401337506,over,276.94,0.073
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0003,Index Only Scan,scan,0,1,movie_companies AS mc,2.0,2.0,22.0,44.0,1.0,0.0,exact,4.37,0.004
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0004,Nested Loop,join,1,2,movie_companies AS mc|movie_keyword AS mk,301.0,44.0,1.0,44.0,6.840909090909091,0.8351138191076559,over,834.81,0.169
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0005,Index Only Scan,scan,0,1,cast_info AS ci,22.0,9.0,44.0,396.0,2.4444444444444446,0.3881801713828814,over,0.84,0.003
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0006,Nested Loop,join,2,3,cast_info AS ci|movie_companies AS mc|movie_keyword AS mk,6460.0,387.0,1.0,387.0,16.69250645994832,1.2225215529761726,over,1171.74,0.34
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,44:0007,Hash Join,join,3,4,cast_info AS ci|movie_companies AS mc|movie_keyword AS mk|title AS t,3980.0,387.0,1.0,387.0,10.28423772609819,1.0121721070547764,over,9693.6,45.889
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,45,45:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,14.642
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,45,45:0002,Index Scan,scan,0,1,movie_info_idx AS mi_idx,23.0,10.0,1.0,10.0,2.3,0.36172783601759284,over,75.38,0.028
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,45,45:0003,Hash Join,join,1,2,movie_info_idx AS mi_idx|title AS t,23.0,10.0,1.0,10.0,2.3,0.36172783601759284,over,8891.72,32.794
